N,P,K,temperature,humidity,ph,rainfall,label
1.0687973987858208,-0.34455074861946244,-0.10168750234285238,-0.9355869259076102,0.4726664575679129,0.04330173434266207,1.8103605001948382,20
0.933328874062432,0.14061551873812933,-0.14118476667093774,-0.7596460261263335,0.3970512469186059,0.7348725609169428,2.242057909538095,20
0.25598625044548745,0.04964684360858089,-0.08193887017880971,-0.5158981414813989,0.4869538121988673,1.7715104653432,2.921066034515692,20
0.6352981196709764,-0.5568109905884088,-0.1609333988349804,0.1728070378828595,0.3898054926719419,0.660307678022509,2.5370480328062364,20
0.7436729394496875,-0.34455074861946244,-0.12143613450689505,-1.0836470615687905,0.45479162896800635,1.4978677753593421,2.8983726728997685,20
0.4998295949475875,-0.4961652071687099,-0.12143613450689505,-0.5053127515191443,0.534097284772478,0.7805676872837719,2.6861213233058905,20
0.4998295949475875,0.04964684360858089,-0.20043066316306576,-0.5742913207054152,0.5012695767796145,-0.9934251238189603,3.055027135535316,20
1.177172218564532,-0.01099893981111809,-0.1609333988349804,-1.0544982310358726,0.5127110206118682,-0.9703928435753774,2.5208532056094395,20
1.041703693841143,0.019323951898731394,-0.20043066316306576,-0.21735150114280874,0.54151452842527,0.2789829715630807,2.311047565493567,20
0.4727358900029097,0.14061551873812933,-0.20043066316306576,-0.4725380471981037,0.5189620775395836,-0.17218030779835206,2.142936010711277,20
1.0958911037304986,-0.01099893981111809,-0.1609333988349804,0.17994542468200989,0.44637541507009126,-1.40005918476011,2.9329071753597935,20
1.0687973987858208,-0.22325918178006451,-0.12143613450689505,-0.3234034789212398,0.4478614598133299,1.3354935984918117,2.6684354493681046,20
0.7436729394496875,0.14061551873812933,-0.08193887017880971,0.23398110570686675,0.42253354547776123,-1.7586786095545779,3.2936545330358116,20
1.1500785136198541,0.07996973531843037,-0.2399279274911511,-0.31629368021281723,0.4750982018225782,0.6654161689526337,1.4889862319641056,20
1.177172218564532,-0.10196761494066656,-0.22017929532710842,0.009798961318188427,0.4125151141010685,0.6184587832781661,1.9314147556742223,20
0.25598625044548745,-0.16261339836036554,-0.18068203099902308,-0.2635306620553623,0.396180209278176,0.7403040879657878,2.322697185211281,20
0.933328874062432,-0.4658423154588604,-0.14118476667093774,-0.7958614107694354,0.5079616350903211,-0.28488020075081594,3.1520386656675674,20
1.0958911037304986,-0.5568109905884088,-0.18068203099902308,-0.35995834936391585,0.4014780671721618,0.6479768142714177,1.8708863903534871,20
0.7165792345050097,-0.4658423154588604,-0.2399279274911511,-0.7409222963007542,0.3913302035558719,-0.6662861970880677,2.2038290220065724,20
1.0146099888964653,-0.5568109905884088,-0.1609333988349804,-0.40232460602067066,0.5438680683819723,-0.7955264871560288,3.4185447528580655,20
1.041703693841143,-0.253582073489914,-0.2399279274911511,-0.8476285488705978,0.40402018599338124,-0.03490052260902857,1.4929926148565988,20
0.6894855295603319,-0.40519653203916145,-0.10168750234285238,-0.09062314970899434,0.5227317342370063,-1.8084434342567888,2.328120367262046,20
0.44564218505823194,0.1709384104479788,-0.14118476667093774,-0.7246431139063122,0.4264418388844953,-0.5904239394267629,2.000011712604836,20
0.8791414641730765,-0.3748736403293119,-0.10168750234285238,-0.9014558724316069,0.5030208533853585,-0.2784469609953757,2.3594833153221466,20
1.285547038343243,-0.19293629007021504,-0.22017929532710842,-0.4212127000843197,0.4425617361363143,1.1709066242756578,2.1947855714290325,20
0.41854848011355417,-0.01099893981111809,-0.14118476667093774,-0.10678479560439107,0.4062272963507049,1.6922974670662336,2.794389402856686,20
1.2584533333985652,0.1709384104479788,-0.10168750234285238,0.1467680812112417,0.5643738339041182,-0.23648091132925822,3.0556414361858066,20
1.2584533333985652,-0.10196761494066656,-0.14118476667093774,-0.21471527543238136,0.4071749811487221,0.7773451088537424,2.8537116872114874,20
0.25598625044548745,-0.13229050665051603,-0.08193887017880971,-0.956126231588711,0.5847571913902978,-0.29032007274538685,2.4863987637230927,20
0.9062351691177543,-0.07164472323081707,-0.25967655965519376,-0.6547369221130129,0.41163070733677243,-0.5507834336974733,1.7201551343696104,20
0.6082044147262986,0.11029262702827985,-0.14118476667093774,-0.8236294066936034,0.6047949576085688,-0.8332938776056915,3.0709857430903917,20
1.1229848086751764,-0.5568109905884088,-0.1609333988349804,-0.6788856693064969,0.3975736549355686,-0.14486461227736688,1.758541207433455,20
0.933328874062432,-0.4961652071687099,-0.18068203099902308,-0.21498971754788362,0.5056472595053199,-0.13614668095219698,2.2060258411969382,20
1.285547038343243,-0.01099893981111809,-0.20043066316306576,-1.0566053627509755,0.4563226807288187,-1.8803885715519306,3.038954361128983,20
1.0146099888964653,0.019323951898731394,-0.08193887017880971,0.023542350633520875,0.5571239415097309,-0.4136537438010882,2.359930220396707,20
1.2042659235092097,0.04964684360858089,-0.12143613450689505,0.2329032440215003,0.4791961622051959,-0.6705158193228979,1.6358590706090368,20
1.3126407432879208,0.11029262702827985,-0.25967655965519376,0.22543720526866493,0.4355842278475924,-0.6579673769761052,3.0727726863590066,20
1.2042659235092097,-0.4355194237490109,-0.2399279274911511,-0.3462529148722779,0.5243209181902613,-1.1735930292971632,3.3084492283790365,20
0.25598625044548745,-0.31422785690961297,-0.08193887017880971,-0.9079917543052938,0.5153226258115468,1.223587252107995,3.547820745141535,20
0.33726736527952084,-0.2839049651997635,-0.14118476667093774,-0.285082001555346,0.5502095850122473,-1.1451974678160868,2.7949439283427773,20
0.31017366033484306,-0.34455074861946244,-0.2399279274911511,-0.5599705736340416,0.47556181947899423,-0.051010338877061,2.6435944533084315,20
0.3643610702241986,-0.253582073489914,-0.10168750234285238,0.0026779134439612997,0.5412093378967245,-1.2078677724050686,1.9371153979350089,20
0.8791414641730765,0.20126130215782834,-0.2399279274911511,-0.0037914274905726346,0.38920932175625333,0.5615499961935868,1.7721294705561264,20
0.8520477592283986,-0.40519653203916145,-0.1609333988349804,-0.35269816540713567,0.5989474439873412,-0.2558942999484209,3.550701222300014,20
0.933328874062432,-0.04132183152096757,-0.06219023801476705,0.13773781385506956,0.4890306142566586,0.9755010701958198,2.949664095486769,20
1.0958911037304986,-0.5568109905884088,-0.20043066316306576,-0.14201435826886066,0.40631577391150375,-0.43319903735991855,1.4599027462084908,20
0.6894855295603319,-0.13229050665051603,-0.12143613450689505,-0.12986709620104084,0.5839435675731636,-1.6324235134833698,1.7015346228480748,20
0.6352981196709764,-0.4355194237490109,-0.20043066316306576,-0.4691482557713253,0.5889925799687785,1.6963505995793606,2.3583506356518926,20
0.7707666443943653,-0.31422785690961297,-0.18068203099902308,-0.7802241438985501,0.4145707128128695,0.7667721130243711,1.9537501433333873,20
1.0146099888964653,0.04964684360858089,-0.06219023801476705,-0.19373360198490097,0.4012736805923278,1.6295555073478218,2.734628645358168,20
0.25598625044548745,-0.5264880988785593,-0.10168750234285238,-0.431601600008215,0.5203042215764567,-1.5292515026985465,2.119197005951925,20
0.6894855295603319,0.20126130215782834,-0.18068203099902308,-1.1003895772512728,0.3983142162526641,0.3835288716209937,1.9131066496474354,20
1.1500785136198541,0.07996973531843037,-0.12143613450689505,-0.34745078807069363,0.4826843444396612,1.180314884353895,1.6676618531520015,20
0.3914547751688764,0.20126130215782834,-0.10168750234285238,-0.7198379482898764,0.4680138038887967,-1.0485276107623658,2.2549462878212063,20
1.2042659235092097,-0.04132183152096757,-0.2399279274911511,0.12106929378281091,0.5550391816829006,-1.196905636131618,3.3313628230015544,20
0.6623918246156542,-0.4658423154588604,-0.18068203099902308,-0.42853017478824806,0.5980454571710915,-0.32874504672745475,3.2845071693299546,20
0.6352981196709764,0.019323951898731394,-0.20043066316306576,0.007760987775721497,0.5385940819980561,0.8410765811412815,2.0732249360060897,20
1.0958911037304986,-0.5264880988785593,-0.06219023801476705,-0.23165757392923664,0.49295428588471024,-0.670532593219529,2.9940823551329916,20
0.554017004836943,-0.22325918178006451,-0.1609333988349804,-1.0540142739479774,0.4780934408558871,0.9915524356569356,1.610491845989835,20
1.3126407432879208,0.04964684360858089,-0.25967655965519376,-0.7688567897551893,0.39342774711882783,0.041637816526162746,3.175832495267145,20
0.5811107097816208,-0.40519653203916145,-0.20043066316306576,-1.0274910145161185,0.4818889902908907,1.4513647362450413,2.578672546065486,20
0.8791414641730765,0.14061551873812933,-0.06219023801476705,0.02746460981772982,0.5407532534572249,-0.7678517276315534,2.587982604359279,20
1.1500785136198541,0.14061551873812933,-0.20043066316306576,-0.9878386531832446,0.5522177026233663,0.5982722019002102,3.2046345095941806,20
0.5269232998922653,-0.5264880988785593,-0.12143613450689505,-0.7456992214740791,0.415435915444872,0.6161196279167842,1.8003196357351205,20
0.6894855295603319,-0.19293629007021504,-0.12143613450689505,-1.0928278030604963,0.5305494397116232,-0.9438370615322019,2.915114179682837,20
1.3126407432879208,-0.3748736403293119,-0.2399279274911511,-0.2287803750875741,0.506163925960249,0.34787466000340395,1.4395611216299908,20
1.3126407432879208,0.019323951898731394,-0.22017929532710842,-0.8834928686781371,0.3977424438307903,-1.1304001692186028,1.7327852440487346,20
0.9604225790071098,0.1709384104479788,-0.25967655965519376,0.0337695845389239,0.47754076968542297,0.6166708156528823,2.548841583199302,20
0.4998295949475875,-0.22325918178006451,-0.14118476667093774,-0.390115073548636,0.3955387923377937,-1.8834484293560838,2.905524979524782,20
1.0958911037304986,0.07996973531843037,-0.22017929532710842,-0.4314637853816624,0.4082483895326124,-0.13700322365440065,3.0218864587254584,20
0.2830799553901652,-0.04132183152096757,-0.14118476667093774,-0.1263281659216236,0.5575346860288825,0.5311081162524502,1.8442965830811149,20
0.44564218505823194,-0.253582073489914,-0.20043066316306576,-0.5705239997681915,0.4802115291474668,1.0738844947144643,2.8650701878283993,20
0.7707666443943653,-0.34455074861946244,-0.22017929532710842,-0.1468092998849094,0.5102912675960332,0.1530686147337986,3.4969998818067753,20
0.7436729394496875,-0.31422785690961297,-0.12143613450689505,-0.8478810496807863,0.517613290272836,1.052334943444931,1.617156216268781,20
0.6623918246156542,0.019323951898731394,-0.2399279274911511,0.13400447942299804,0.5879671329461189,0.7165723947777969,2.8032636615458104,20
1.2584533333985652,-0.5264880988785593,-0.06219023801476705,-0.6691319176292404,0.46619642878560325,0.6069095890551137,3.1779538565933323,20
0.44564218505823194,-0.19293629007021504,-0.08193887017880971,0.22013996420235693,0.46292752525134034,1.8080430390402056,3.2202729385535704,20
0.6082044147262986,-0.5568109905884088,-0.20043066316306576,-0.14360851222109008,0.4716119033416039,-1.8922789147037289,1.5011582783195847,20
0.7165792345050097,-0.5264880988785593,-0.22017929532710842,0.2505047851152119,0.4482982030957768,-0.4308150232303633,1.6582312089652749,20
0.8249540542837208,-0.3748736403293119,-0.20043066316306576,-0.5802915645124318,0.550208978059954,1.362951812038155,1.773556649015414,20
0.4727358900029097,0.11029262702827985,-0.10168750234285238,0.09331867431370633,0.3997537844439468,-0.9854930041235849,1.4457985027893139,20
0.5811107097816208,-0.253582073489914,-0.25967655965519376,-0.03683260766097114,0.5150804132100364,-0.9188535373108568,1.672441520359763,20
0.2830799553901652,-0.01099893981111809,-0.10168750234285238,0.15545152858827216,0.4301488402246433,-0.15492331415499552,2.1822108726211566,20
0.44564218505823194,-0.31422785690961297,-0.18068203099902308,0.08443803962781164,0.6059321233882065,-0.6067901718255676,1.5158551792807682,20
0.44564218505823194,0.14061551873812933,-0.18068203099902308,-0.06587953003546741,0.40711848067406603,-1.312920938411806,2.123034160556561,20
0.41854848011355417,0.20126130215782834,-0.20043066316306576,-0.6973649692773718,0.5386018259186183,-0.12523717457261319,2.3345299341639256,20
0.8520477592283986,-0.31422785690961297,-0.20043066316306576,-0.4602522850848492,0.4470797650113583,-1.7626765209370099,2.5270933076270863,20
0.9062351691177543,-0.10196761494066656,-0.08193887017880971,-0.025742514344193498,0.4458721078552757,-0.6903102192691178,1.4412592229594345,20
0.8249540542837208,-0.01099893981111809,-0.12143613450689505,-0.3832992602825778,0.429220587783764,-1.669321321041523,2.3703288185768625,20
1.0958911037304986,-0.10196761494066656,-0.1609333988349804,-0.946445505663836,0.5684240166734609,-0.009161034445897859,2.3070069798649726,20
1.1500785136198541,-0.01099893981111809,-0.20043066316306576,0.25949265921475456,0.4686845342438587,0.775034619938248,3.407273965797606,20
1.0687973987858208,-0.2839049651997635,-0.20043066316306576,-0.3518250819953732,0.5571782302699984,1.2971102303387199,2.506787667537397,20
0.8249540542837208,-0.253582073489914,-0.25967655965519376,0.18024034047680432,0.38820217360395415,-0.4020657378907126,2.101206978272993,20
0.7436729394496875,-0.40519653203916145,-0.20043066316306576,0.16751069753992495,0.5559452787926599,1.396287143268576,2.634627929312574,20
0.25598625044548745,-0.07164472323081707,-0.2399279274911511,-0.5767130103057014,0.5089732754084089,-0.5701477154709359,2.794254535642505,20
1.0146099888964653,-0.22325918178006451,-0.12143613450689505,-0.5793573741308117,0.5382963069799119,0.17513582920914256,1.6525622869986156,20
1.1500785136198541,-0.19293629007021504,-0.22017929532710842,-0.8064595945590678,0.4788346733696711,0.039887156249217126,3.5027406271532833,20
0.25598625044548745,0.04964684360858089,-0.06219023801476705,-0.831112104878292,0.5322643598300719,-0.6897919576879218,3.3508059673824673,20
0.7436729394496875,-0.5568109905884088,-0.08193887017880971,0.18315439391646363,0.5926548492393943,0.779536515897785,1.4588643611138865,20
0.3914547751688764,-0.4961652071687099,-0.1609333988349804,-0.4458560095933028,0.5442058937155048,-1.4683556344383133,1.546066492660958,20
0.554017004836943,0.019323951898731394,-0.6349005707720046,-0.5931034912947797,-0.3500229441299532,-0.9299576035733771,-0.2858105487086535,11
0.2830799553901652,-0.2839049651997635,-0.6151519386079619,0.09559131592379978,0.004177689573579501,0.5974403347514681,-0.021792544861104858,11
0.797860349339043,-0.31422785690961297,-0.6349005707720046,-0.4063966894764005,0.0050197992657009674,0.24359524377445071,-0.6687251104199781,11
0.6082044147262986,0.14061551873812933,-0.5361574099517913,-1.1148593545354042,-0.6199381960904884,0.16359115575736818,-0.7791653842103305,11
0.2830799553901652,-0.4658423154588604,-0.5559060421158339,-1.409816023603462,-0.3947544264772744,-0.6449292903832826,-0.6920498866122492,11
0.4727358900029097,-0.3748736403293119,-0.6349005707720046,-0.7583756249437164,-0.6142920068826756,-0.40147944374209266,-0.025069861481022495,11
1.1500785136198541,-0.3748736403293119,-0.6151519386079619,0.0010810750990486383,-0.22362550643285378,-0.5448361510066851,0.03643247284100688,11
1.041703693841143,0.20126130215782834,-0.5756546742798766,-0.0838146133396564,-0.21526316123569766,-0.7183290562722858,-0.46222303237800966,11
0.6894855295603319,-0.2839049651997635,-0.6151519386079619,-1.0270246175834488,-0.4010796021188264,-0.7935745672596328,-0.6949685642575959,11
0.44564218505823194,0.20126130215782834,-0.4571628812956205,-0.13720662085016333,-0.21095097140293376,-0.9295175172162669,0.10469521555092426,11
0.5269232998922653,-0.2839049651997635,-0.5756546742798766,-0.4541843507312168,0.08861119283478307,-0.7972388759636038,-0.16682823976436428,11
1.0687973987858208,-0.13229050665051603,-0.5361574099517913,-0.1532961120874934,-0.14031883054553437,0.003933021569949478,-0.5352338918049607,11
0.31017366033484306,-0.04132183152096757,-0.6349005707720046,-0.6599333315433498,-0.5679393212653752,0.6430631675494723,-0.7205897446928458,11
1.1229848086751764,-0.2839049651997635,-0.6349005707720046,-1.3310813758712217,-0.25669087510965943,-0.49951590358849396,-0.15836962630862078,11
0.41854848011355417,0.019323951898731394,-0.5361574099517913,-0.08417754165016687,-0.5068393320301543,-0.7113746793735869,-0.5703774375620044,11
0.33726736527952084,0.14061551873812933,-0.5164087777877486,-1.4542317775310956,-0.7277845394816163,-0.3421368455473634,-0.7232582660779445,11
0.5269232998922653,-0.19293629007021504,-0.6151519386079619,-0.19818522577649808,-0.047870377589287895,0.1697511512051325,0.012720864122017657,11
0.2830799553901652,-0.3748736403293119,-0.6151519386079619,-0.09366388317509276,-0.2794374155014843,-0.5784439653285789,-0.4873720701852733,11
0.41854848011355417,-0.01099893981111809,-0.5756546742798766,-0.4983140044965387,-0.5106234886426514,-0.5633902906643345,-0.6909769518948565,11
0.6352981196709764,0.04964684360858089,-0.5756546742798766,-1.494471228778029,-0.3858306908423647,-0.23342067485558485,-0.3499355143646994,11
0.7165792345050097,0.11029262702827985,-0.5361574099517913,-0.1351254441901401,0.10434428851009916,0.10479163039797787,-0.4317495884129881,11
1.3126407432879208,-0.10196761494066656,-0.6546492029360473,-1.4753578847367552,-0.01740105708476544,-1.1582293923055775,-0.2800230584701555,11
0.6352981196709764,0.07996973531843037,-0.5164087777877486,-1.4483911336095705,-0.21664518576711014,0.464896589939637,-0.40927392239852783,11
0.8791414641730765,-0.253582073489914,-0.5361574099517913,-1.3397863418456675,-0.5719529768280521,-0.9735000867651531,-0.43152204803632327,11
1.3397344482325986,-0.16261339836036554,-0.6349005707720046,0.020288854850238944,-0.19137966576788148,-1.1884506022602486,-0.5268591344747566,11
0.7707666443943653,-0.07164472323081707,-0.6349005707720046,-0.05496521407001968,-0.13403355112267412,0.15090499401979712,-0.12739537843063034,11
